s,sLabel,sAltLabel,st,stLabel,rp,rpLabel,o,oLabel,oAltLabel,ot,otLabel
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P31,instance of,http://www.wikidata.org/entity/Q216227,state of emergency,"national emergencies, national emergency, state of emergencies",http://www.wikidata.org/entity/Q2135465,legal concept
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P31,instance of,http://www.wikidata.org/entity/Q216227,state of emergency,"national emergencies, national emergency, state of emergencies",http://www.wikidata.org/entity/Q2135465,legal concept
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q82069695,SARS-CoV-2,"NCP, Corona, 2019-nCoV, Coronavirus, 2019 nCoV, 2019nCoV, Chinese coronavirus, nCoV-2019, nCoV2019, Novel coronavirus (2019-nCoV), Severe acute respiratory syndrome coronavirus 2, Wuhan coronavirus, Wuhan seafood market pneumonia virus, novel coronavirus, SARS-CoV2, Wuhan virus, Corona virus, Severe acute respiratory syndrome-related coronavirus 2, COVID-19 virus, Acute respiratory syndrome coronavirus 2",http://www.wikidata.org/entity/Q855769,strain
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q82069695,SARS-CoV-2,"NCP, Corona, 2019-nCoV, Coronavirus, 2019 nCoV, 2019nCoV, Chinese coronavirus, nCoV-2019, nCoV2019, Novel coronavirus (2019-nCoV), Severe acute respiratory syndrome coronavirus 2, Wuhan coronavirus, Wuhan seafood market pneumonia virus, novel coronavirus, SARS-CoV2, Wuhan virus, Corona virus, Severe acute respiratory syndrome-related coronavirus 2, COVID-19 virus, Acute respiratory syndrome coronavirus 2",http://www.wikidata.org/entity/Q855769,strain
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q82069695,SARS-CoV-2,"NCP, Corona, 2019-nCoV, Coronavirus, 2019 nCoV, 2019nCoV, Chinese coronavirus, nCoV-2019, nCoV2019, Novel coronavirus (2019-nCoV), Severe acute respiratory syndrome coronavirus 2, Wuhan coronavirus, Wuhan seafood market pneumonia virus, novel coronavirus, SARS-CoV2, Wuhan virus, Corona virus, Severe acute respiratory syndrome-related coronavirus 2, COVID-19 virus, Acute respiratory syndrome coronavirus 2",http://www.wikidata.org/entity/Q75913269,group or class of strains
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q82069695,SARS-CoV-2,"NCP, Corona, 2019-nCoV, Coronavirus, 2019 nCoV, 2019nCoV, Chinese coronavirus, nCoV-2019, nCoV2019, Novel coronavirus (2019-nCoV), Severe acute respiratory syndrome coronavirus 2, Wuhan coronavirus, Wuhan seafood market pneumonia virus, novel coronavirus, SARS-CoV2, Wuhan virus, Corona virus, Severe acute respiratory syndrome-related coronavirus 2, COVID-19 virus, Acute respiratory syndrome coronavirus 2",http://www.wikidata.org/entity/Q75913269,group or class of strains
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q83741704,COVID-19 pandemic by country and territory,"2019–20 coronavirus pandemic by country and territory, coronavirus pandemic by country and territory",http://www.wikidata.org/entity/Q13406463,Wikimedia list article
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q83741704,COVID-19 pandemic by country and territory,"2019–20 coronavirus pandemic by country and territory, coronavirus pandemic by country and territory",http://www.wikidata.org/entity/Q13406463,Wikimedia list article
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q12192,pneumonia
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q12192,pneumonia
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q609748,emerging communicable disease
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q609748,emerging communicable disease
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q86694744,COVID-19 pandemic in South America,2020 coronavirus outbreak in South America,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q86694744,COVID-19 pandemic in South America,2020 coronavirus outbreak in South America,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P910,topic's main category,http://www.wikidata.org/entity/Q91232025,Category:2020 coronavirus pandemic in Venezuela,,http://www.wikidata.org/entity/Q4167836,Wikimedia category
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P910,topic's main category,http://www.wikidata.org/entity/Q91232025,Category:2020 coronavirus pandemic in Venezuela,,http://www.wikidata.org/entity/Q4167836,Wikimedia category
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q766,Jamaica,"JAM, JA, Commonwealth of Jamaica, jm, 🇯🇲",http://www.wikidata.org/entity/Q6256,country
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q766,Jamaica,"JAM, JA, Commonwealth of Jamaica, jm, 🇯🇲",http://www.wikidata.org/entity/Q6256,country
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q766,Jamaica,"JAM, JA, Commonwealth of Jamaica, jm, 🇯🇲",http://www.wikidata.org/entity/Q112099,island nation
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q766,Jamaica,"JAM, JA, Commonwealth of Jamaica, jm, 🇯🇲",http://www.wikidata.org/entity/Q112099,island nation
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q766,Jamaica,"JAM, JA, Commonwealth of Jamaica, jm, 🇯🇲",http://www.wikidata.org/entity/Q202686,Commonwealth realm
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q766,Jamaica,"JAM, JA, Commonwealth of Jamaica, jm, 🇯🇲",http://www.wikidata.org/entity/Q202686,Commonwealth realm
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q766,Jamaica,"JAM, JA, Commonwealth of Jamaica, jm, 🇯🇲",http://www.wikidata.org/entity/Q918240,Territorial evolution of the British Empire
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q766,Jamaica,"JAM, JA, Commonwealth of Jamaica, jm, 🇯🇲",http://www.wikidata.org/entity/Q918240,Territorial evolution of the British Empire
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q766,Jamaica,"JAM, JA, Commonwealth of Jamaica, jm, 🇯🇲",http://www.wikidata.org/entity/Q3624078,sovereign state
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q766,Jamaica,"JAM, JA, Commonwealth of Jamaica, jm, 🇯🇲",http://www.wikidata.org/entity/Q3624078,sovereign state
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q83741704,COVID-19 pandemic by country and territory,"2019–20 coronavirus pandemic by country and territory, coronavirus pandemic by country and territory",http://www.wikidata.org/entity/Q13406463,Wikimedia list article
http://www.wikidata.org/entity/Q87592982,2020 COVID-19 pandemic in Moldova,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q12192,pneumonia
http://www.wikidata.org/entity/Q87592982,2020 COVID-19 pandemic in Moldova,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q609748,emerging communicable disease
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q86695115,2020 COVID-19 pandemic in North America,,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q87592982,2020 COVID-19 pandemic in Moldova,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93631280,2020 Moldova COVID-19 declaration of public health emergency,,http://www.wikidata.org/entity/Q7257745,declaration of public health emergency
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q12192,pneumonia
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q609748,emerging communicable disease
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93623520,2020 Jamaica COVID-19 travel ban,,http://www.wikidata.org/entity/Q88761394,travel ban
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93623523,2020 Jamaica COVID-19 social distancing,,http://www.wikidata.org/entity/Q30314010,social distancing
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93623526,2020 Jamaica COVID-19 closing of educational institutions,,http://www.wikidata.org/entity/Q88323877,closing of educational institutions
http://www.wikidata.org/entity/Q87610822,2020 COVID-19 pandemic in Jamaica,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93623529,2020 Jamaica COVID-19 flight ban,,http://www.wikidata.org/entity/Q88761692,flight ban
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671173,2020 Venezuela COVID-19 travel restrictions,,http://www.wikidata.org/entity/Q87745167,travel restriction
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671173,2020 Venezuela COVID-19 travel restrictions,,http://www.wikidata.org/entity/Q87745167,travel restriction
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671174,2020 Venezuela COVID-19 social distancing,,http://www.wikidata.org/entity/Q30314010,social distancing
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671174,2020 Venezuela COVID-19 social distancing,,http://www.wikidata.org/entity/Q30314010,social distancing
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671186,2020 Venezuela COVID-19 closing of non-essential businesses,,http://www.wikidata.org/entity/Q89681240,closing of non-essential businesses
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671186,2020 Venezuela COVID-19 closing of non-essential businesses,,http://www.wikidata.org/entity/Q89681240,closing of non-essential businesses
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671190,2020 Venezuela COVID-19 lockdown,,http://www.wikidata.org/entity/Q6665312,lockdown
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671190,2020 Venezuela COVID-19 lockdown,,http://www.wikidata.org/entity/Q6665312,lockdown
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671193,2020 Venezuela COVID-19 declaration of public health emergency,,http://www.wikidata.org/entity/Q7257745,declaration of public health emergency
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671193,2020 Venezuela COVID-19 declaration of public health emergency,,http://www.wikidata.org/entity/Q7257745,declaration of public health emergency
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671194,2020 Venezuela COVID-19 flight ban,,http://www.wikidata.org/entity/Q88761692,flight ban
http://www.wikidata.org/entity/Q87652010,2020 COVID-19 pandemic in Venezuela,COVID-19 pandemic in Venezuela,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P8045,organized response related to outbreak,http://www.wikidata.org/entity/Q93671194,2020 Venezuela COVID-19 flight ban,,http://www.wikidata.org/entity/Q88761692,flight ban
http://www.wikidata.org/entity/Q83872398,2019–20 COVID-19 outbreak in South Korea,"COVID-19 outbreak in South Korea, South Korean 2019–20 coronavirus outbreak, South Korean COVID-19 outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q884,South Korea,"Republic of Korea, KOR, ROK, kr, Korea Republic, 🇰🇷, Rep. Korea, Republic of Great Han, Republic of South Korea, S. Korea, The Republic of Great Han",http://www.wikidata.org/entity/Q1520223,constitutional republic
http://www.wikidata.org/entity/Q83872398,2019–20 COVID-19 outbreak in South Korea,"COVID-19 outbreak in South Korea, South Korean 2019–20 coronavirus outbreak, South Korean COVID-19 outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q884,South Korea,"Republic of Korea, KOR, ROK, kr, Korea Republic, 🇰🇷, Rep. Korea, Republic of Great Han, Republic of South Korea, S. Korea, The Republic of Great Han",http://www.wikidata.org/entity/Q1520223,constitutional republic
http://www.wikidata.org/entity/Q83872398,2019–20 COVID-19 outbreak in South Korea,"COVID-19 outbreak in South Korea, South Korean 2019–20 coronavirus outbreak, South Korean COVID-19 outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q884,South Korea,"Republic of Korea, KOR, ROK, kr, Korea Republic, 🇰🇷, Rep. Korea, Republic of Great Han, Republic of South Korea, S. Korea, The Republic of Great Han",http://www.wikidata.org/entity/Q3624078,sovereign state
http://www.wikidata.org/entity/Q83872398,2019–20 COVID-19 outbreak in South Korea,"COVID-19 outbreak in South Korea, South Korean 2019–20 coronavirus outbreak, South Korean COVID-19 outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q884,South Korea,"Republic of Korea, KOR, ROK, kr, Korea Republic, 🇰🇷, Rep. Korea, Republic of Great Han, Republic of South Korea, S. Korea, The Republic of Great Han",http://www.wikidata.org/entity/Q3624078,sovereign state
http://www.wikidata.org/entity/Q83872398,2019–20 COVID-19 outbreak in South Korea,"COVID-19 outbreak in South Korea, South Korean 2019–20 coronavirus outbreak, South Korean COVID-19 outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q83741704,COVID-19 pandemic by country and territory,"2019–20 coronavirus pandemic by country and territory, coronavirus pandemic by country and territory",http://www.wikidata.org/entity/Q13406463,Wikimedia list article
http://www.wikidata.org/entity/Q83872398,2019–20 COVID-19 outbreak in South Korea,"COVID-19 outbreak in South Korea, South Korean 2019–20 coronavirus outbreak, South Korean COVID-19 outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q12192,pneumonia
http://www.wikidata.org/entity/Q83872398,2019–20 COVID-19 outbreak in South Korea,"COVID-19 outbreak in South Korea, South Korean 2019–20 coronavirus outbreak, South Korean COVID-19 outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q609748,emerging communicable disease
http://www.wikidata.org/entity/Q83872398,2019–20 COVID-19 outbreak in South Korea,"COVID-19 outbreak in South Korea, South Korean 2019–20 coronavirus outbreak, South Korean COVID-19 outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q86521237,COVID-19 pandemic in Asia,"2019–20 coronavirus pandemic in Asia, 2019–20 coronavirus outbreak in Asia",http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q83872398,2019–20 COVID-19 outbreak in South Korea,"COVID-19 outbreak in South Korea, South Korean 2019–20 coronavirus outbreak, South Korean COVID-19 outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P910,topic's main category,http://www.wikidata.org/entity/Q87480850,Category:2020 coronavirus pandemic in South Korea,,http://www.wikidata.org/entity/Q4167836,Wikimedia category
http://www.wikidata.org/entity/Q87655119,COVID-19 pandemic in Kosovo,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q1246,Kosovo,"KOS, XK, KV, XKX, Republic of Kosovo, 🇽🇰",http://www.wikidata.org/entity/Q15634554,state with limited recognition
http://www.wikidata.org/entity/Q87655119,COVID-19 pandemic in Kosovo,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q1246,Kosovo,"KOS, XK, KV, XKX, Republic of Kosovo, 🇽🇰",http://www.wikidata.org/entity/Q15634554,state with limited recognition
http://www.wikidata.org/entity/Q87655119,COVID-19 pandemic in Kosovo,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q83741704,COVID-19 pandemic by country and territory,"2019–20 coronavirus pandemic by country and territory, coronavirus pandemic by country and territory",http://www.wikidata.org/entity/Q13406463,Wikimedia list article
